path,type,depth,size_bytes,extension,language,category,generated_signal,binary,sha256,mode
desktop/frontend/node_modules/vite/dist/node/module-runner.d.ts,file,7,11432,.ts,TypeScript,generated_or_dependency,True,False,8887e70871f697fa42ad7cdf32168db60ec2d6760c173c97973e35377fe5d83b,0o644
desktop/frontend/node_modules/vite/dist/node/module-runner.js,file,7,54256,.js,JavaScript,generated_or_dependency,True,False,116583d79e593e7a42df949b1b6979ea45392a7daf8f0d5cad3748d39732468d,0o644
desktop/frontend/node_modules/vite/LICENSE.md,file,5,110976,.md,Markdown,generated_or_dependency,True,False,b1d741c26b53de1bbc0d4d7d3365b79888f9fe511527544a8a7b8e24dec43147,0o644
desktop/frontend/node_modules/vite/misc,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/vite/misc/false.js,file,6,21,.js,JavaScript,generated_or_dependency,True,False,3f405f8c82812b5fd5a6ca325a1b9039479bf9de3ee1ef51d76ea80fba7d486c,0o644
desktop/frontend/node_modules/vite/misc/true.js,file,6,20,.js,JavaScript,generated_or_dependency,True,False,1ca1ff5b531880de960715f4622cb4bfe61620ad0ab56764a00f3afe2bf2981a,0o644
desktop/frontend/node_modules/vite/package.json,file,5,5083,.json,JSON,generated_or_dependency,True,False,d26ea2d65c50959b1b5dcd0d1c52eba22eb6c3f4dc335f618053b15970bb63d6,0o644
desktop/frontend/node_modules/vite/README.md,file,5,1179,.md,Markdown,generated_or_dependency,True,False,01cebf4365cd21396688c4dcb0dc8d360ccbafb3a36735d3849c5d8efd3cd060,0o644
desktop/frontend/node_modules/vite/types,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/vite/types/customEvent.d.ts,file,6,1970,.ts,TypeScript,generated_or_dependency,True,False,de4a612aa8f1704af486f701e21993c786ba7d8cfed55fffa6684026aea2346e,0o644
desktop/frontend/node_modules/vite/types/hmrPayload.d.ts,file,6,1398,.ts,TypeScript,generated_or_dependency,True,False,3b89216a7e38a454985ad17bb2ff85792837dc812f2a89fa5f60ad0a2e216fa7,0o644
desktop/frontend/node_modules/vite/types/hot.d.ts,file,6,1063,.ts,TypeScript,generated_or_dependency,True,False,4e003c868b0d8f8ad200b96cbc653e18e513fa23e1c19c4fe3cc25d4394efc47,0o644
desktop/frontend/node_modules/vite/types/import-meta.d.ts,file,6,249,.ts,TypeScript,generated_or_dependency,True,False,28a9d5c4741fdd62a94faea49ef7585d825e8379e5d23a2d773f723ce56d6b50,0o644
desktop/frontend/node_modules/vite/types/importGlob.d.ts,file,6,3477,.ts,TypeScript,generated_or_dependency,True,False,e50d04d261120f8f9d07e85698735d5b88f3a66bc395c08ce26c3d817d141a73,0o644
desktop/frontend/node_modules/vite/types/importMeta.d.ts,file,6,884,.ts,TypeScript,generated_or_dependency,True,False,72429cda84a47f092a3bf777bbc4ece9dda492fe0f02324aa7f197f3800089c6,0o644
desktop/frontend/node_modules/vite/types/internal,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/vite/types/internal/cssPreprocessorOptions.d.ts,file,7,1420,.ts,TypeScript,generated_or_dependency,True,False,960bd764c62ac43edc24eaa2af958a4b4f1fa5d27df5237e176d0143b36a39c6,0o644
desktop/frontend/node_modules/vite/types/internal/esbuildOptions.d.ts,file,7,672,.ts,TypeScript,generated_or_dependency,True,False,e0864480ea083087d705f9405bd6bf59b795e8474c3447f0d6413b2bce535a09,0o644
desktop/frontend/node_modules/vite/types/internal/lightningcssOptions.d.ts,file,7,520,.ts,TypeScript,generated_or_dependency,True,False,4ec16d7a4e366c06a4573d299e15fe6207fc080f41beac5da06f4af33ea9761e,0o644
desktop/frontend/node_modules/vite/types/internal/rollupTypeCompat.d.ts,file,7,791,.ts,TypeScript,generated_or_dependency,True,False,7d3e062a778b8f5ea4f0cac7e925e31f88e6739812ebc5f827474324a4048f14,0o644
desktop/frontend/node_modules/vite/types/internal/terserOptions.d.ts,file,7,384,.ts,TypeScript,generated_or_dependency,True,False,f582b0fcbf1eea9b318ab92fb89ea9ab2ebb84f9b60af89328a91155e1afce72,0o644
desktop/frontend/node_modules/vite/types/metadata.d.ts,file,6,1133,.ts,TypeScript,generated_or_dependency,True,False,e67cbea16f1994af89efd700542dbf3828a46a52b29e4d67e801bd7869dc103c,0o644
desktop/frontend/node_modules/zustand,directory,4,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/zustand/esm,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/zustand/esm/index.d.mts,file,6,64,.mts,,generated_or_dependency,True,False,0662a451f0584bb3026340c3661c3a89774182976cd373eca502a1d3b5c7b580,0o644
desktop/frontend/node_modules/zustand/esm/index.mjs,file,6,64,.mjs,,generated_or_dependency,True,False,0662a451f0584bb3026340c3661c3a89774182976cd373eca502a1d3b5c7b580,0o644
desktop/frontend/node_modules/zustand/esm/middleware,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/zustand/esm/middleware.d.mts,file,6,496,.mts,,generated_or_dependency,True,False,4b6a9eda3909125e26a88e76f2906be6735ccff4776a29e68183dd051208273a,0o644
desktop/frontend/node_modules/zustand/esm/middleware.mjs,file,6,16266,.mjs,,generated_or_dependency,True,False,7e51a628dc5a8d5a68dc8bdc1e219775e69d6fc9c8d28a624362cbb4d13b8579,0o644
desktop/frontend/node_modules/zustand/esm/middleware/combine.d.mts,file,7,398,.mts,,generated_or_dependency,True,False,b09c433ed46538d0dc7e40f49a9bf532712221219761a0f389e60349c59b3932,0o644
desktop/frontend/node_modules/zustand/esm/middleware/devtools.d.mts,file,7,2064,.mts,,generated_or_dependency,True,False,0a4e6b7b53a80d550a015449a2cc48dd43abec0f653b55ae315348a60769869f,0o644
desktop/frontend/node_modules/zustand/esm/middleware/immer.d.mts,file,7,1499,.mts,,generated_or_dependency,True,False,ee809d244db83804cc2469ce78110ef0332bb7ad525f2a871bdb2c5075dce14e,0o644
desktop/frontend/node_modules/zustand/esm/middleware/immer.mjs,file,7,373,.mjs,,generated_or_dependency,True,False,27c45e0a7f6453c34317110cb8493ff4afbd1184f416db99821786c7f0b95f36,0o644
desktop/frontend/node_modules/zustand/esm/middleware/persist.d.mts,file,7,4186,.mts,,generated_or_dependency,True,False,0ece7a73f176d90d3776e930c392048ddbf56d8f374b47be5438da343e387113,0o644
desktop/frontend/node_modules/zustand/esm/middleware/redux.d.mts,file,7,735,.mts,,generated_or_dependency,True,False,68219da40672405b0632a0a544d1319b5bfe3fa0401f1283d4c9854b0cc114ce,0o644
desktop/frontend/node_modules/zustand/esm/middleware/ssrSafe.d.mts,file,7,339,.mts,,generated_or_dependency,True,False,0bb0e644293820a5cc705591150eb1b49ae6b2349636206079aa248333564267,0o644
desktop/frontend/node_modules/zustand/esm/middleware/subscribeWithSelector.d.mts,file,7,1164,.mts,,generated_or_dependency,True,False,7841bca23a8296afd82fd036fc8d3b1fed3c1e0c82ee614254693ccd47e916fc,0o644
desktop/frontend/node_modules/zustand/esm/react,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/zustand/esm/react.d.mts,file,6,934,.mts,,generated_or_dependency,True,False,0e48c1354203ba2ca366b62a0f22fec9e10c251d9d6420c6d435da1d079e6126,0o644
desktop/frontend/node_modules/zustand/esm/react.mjs,file,6,739,.mjs,,generated_or_dependency,True,False,6340189bc149dffcce8b26b74b664776cebb484c9b31d0c0d918fd29611c5816,0o644
desktop/frontend/node_modules/zustand/esm/react/shallow.d.mts,file,7,86,.mts,,generated_or_dependency,True,False,4781142e27cfd19d75a2c0ee432826153fcdf670bdc52631a6078330c9133e6f,0o644
desktop/frontend/node_modules/zustand/esm/react/shallow.mjs,file,7,312,.mjs,,generated_or_dependency,True,False,42fd5617daf303c66bdc4686401258a85b7c9be3d08ba38662c98c891e1325a0,0o644
desktop/frontend/node_modules/zustand/esm/shallow.d.mts,file,6,103,.mts,,generated_or_dependency,True,False,93515fa80b2295b33e3e38c3f835f1f602e1a1899b2cfa4215f11600478379c2,0o644
desktop/frontend/node_modules/zustand/esm/shallow.mjs,file,6,103,.mjs,,generated_or_dependency,True,False,93515fa80b2295b33e3e38c3f835f1f602e1a1899b2cfa4215f11600478379c2,0o644
desktop/frontend/node_modules/zustand/esm/traditional.d.mts,file,6,1218,.mts,,generated_or_dependency,True,False,c02203ae7f03fd2dd9c0da1a08a886734c54aae25fdf8543b1125589f20f0b52,0o644
desktop/frontend/node_modules/zustand/esm/traditional.mjs,file,6,1097,.mjs,,generated_or_dependency,True,False,ff7306ddb731b9a4443a3025664eb4f51ab8835a70972af29c4f0aeffe0101e1,0o644
desktop/frontend/node_modules/zustand/esm/vanilla,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/zustand/esm/vanilla.d.mts,file,6,1569,.mts,,generated_or_dependency,True,False,4d7d964609a07368d076ce943b07106c5ebee8138c307d3273ba1cf3a0c3c751,0o644
desktop/frontend/node_modules/zustand/esm/vanilla.mjs,file,6,1001,.mjs,,generated_or_dependency,True,False,27f48c11ca4de834f68c505b695d5e2db1c1ebface7303c0e920ab3957260357,0o644
desktop/frontend/node_modules/zustand/esm/vanilla/shallow.d.mts,file,7,67,.mts,,generated_or_dependency,True,False,375700e065dd9948ca1ebb6793f62c18890f37bcb42ab757d73df6623dd903d9,0o644
desktop/frontend/node_modules/zustand/esm/vanilla/shallow.mjs,file,7,1652,.mjs,,generated_or_dependency,True,False,506820c9294ebcc8851b95fe167ee3a80c66607fdf606e963fb6a997a650556b,0o644
desktop/frontend/node_modules/zustand/index.d.ts,file,5,64,.ts,TypeScript,generated_or_dependency,True,False,0662a451f0584bb3026340c3661c3a89774182976cd373eca502a1d3b5c7b580,0o644
desktop/frontend/node_modules/zustand/index.js,file,5,546,.js,JavaScript,generated_or_dependency,True,False,544c29c7aa257a566dbc6f3e94dd4a9f11c9ae8ac4b3c39b235a9900810934d8,0o644
desktop/frontend/node_modules/zustand/LICENSE,file,5,1070,,,generated_or_dependency,True,False,c1e6e266563517467b1bf874817d23e426f3149252bd7d42758cd697514b8417,0o644
desktop/frontend/node_modules/zustand/middleware,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/zustand/middleware.d.ts,file,5,472,.ts,TypeScript,generated_or_dependency,True,False,4573a2b0737d8783ac493037f283e9599fdd080ada54675a8312436cea6bf5f7,0o644
desktop/frontend/node_modules/zustand/middleware.js,file,5,16350,.js,JavaScript,generated_or_dependency,True,False,1d5138f5446be531979fc430c471b3797e600ac75a19809aa56f8668f4e2c55d,0o644
desktop/frontend/node_modules/zustand/middleware/combine.d.ts,file,6,398,.ts,TypeScript,generated_or_dependency,True,False,b09c433ed46538d0dc7e40f49a9bf532712221219761a0f389e60349c59b3932,0o644
desktop/frontend/node_modules/zustand/middleware/devtools.d.ts,file,6,2060,.ts,TypeScript,generated_or_dependency,True,False,5441c4e9533255e46e8af81cccd89fe5b27e089a08a971271e0c8876f653f599,0o644
desktop/frontend/node_modules/zustand/middleware/immer.d.ts,file,6,1495,.ts,TypeScript,generated_or_dependency,True,False,f67e87a89cbc75d23019487fe13d331b413917867057cd10e415e8449e168adc,0o644
desktop/frontend/node_modules/zustand/middleware/immer.js,file,6,400,.js,JavaScript,generated_or_dependency,True,False,252ed557327c3da87ed4bebded2a1f0e9885fa17189b354fcf46d68369d754a0,0o644
desktop/frontend/node_modules/zustand/middleware/persist.d.ts,file,6,4182,.ts,TypeScript,generated_or_dependency,True,False,d164bc5ab2c1542d09bef8794de77567ea08f44fe2233eee5299c3dbf1fb9a5f,0o644
desktop/frontend/node_modules/zustand/middleware/redux.d.ts,file,6,731,.ts,TypeScript,generated_or_dependency,True,False,17f98ccbbe1795bda3446f87252e0d905e961410257a303b306cd16c1a83ed0e,0o644
desktop/frontend/node_modules/zustand/middleware/ssrSafe.d.ts,file,6,339,.ts,TypeScript,generated_or_dependency,True,False,0bb0e644293820a5cc705591150eb1b49ae6b2349636206079aa248333564267,0o644
desktop/frontend/node_modules/zustand/middleware/subscribeWithSelector.d.ts,file,6,1160,.ts,TypeScript,generated_or_dependency,True,False,b8f34439ec229601a6f96c8f63038625cd555aff0ba92293ceb8ea1105f40d17,0o644
desktop/frontend/node_modules/zustand/package.json,file,5,2139,.json,JSON,generated_or_dependency,True,False,ba50e4360c27bd3e677be84c5f119b15e4c8b7890ececbb248f4f531d3a272c3,0o644
desktop/frontend/node_modules/zustand/react,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/zustand/react.d.ts,file,5,934,.ts,TypeScript,generated_or_dependency,True,False,0e48c1354203ba2ca366b62a0f22fec9e10c251d9d6420c6d435da1d079e6126,0o644
desktop/frontend/node_modules/zustand/react.js,file,5,785,.js,JavaScript,generated_or_dependency,True,False,4193ec2661359a71f870eb4fe4f8002505d2014934432bd9900afafd3c9f9f96,0o644
desktop/frontend/node_modules/zustand/react/shallow.d.ts,file,6,86,.ts,TypeScript,generated_or_dependency,True,False,4781142e27cfd19d75a2c0ee432826153fcdf670bdc52631a6078330c9133e6f,0o644
desktop/frontend/node_modules/zustand/react/shallow.js,file,6,347,.js,JavaScript,generated_or_dependency,True,False,e88fdb332044c7ed3446e107c2bb9e883e0d64708eb22cb0c52a8f8258eb8af8,0o644
desktop/frontend/node_modules/zustand/README.md,file,5,17799,.md,Markdown,generated_or_dependency,True,False,43751e6b633acaafef8637e3c0b82c975f6eb38bd5207c1eef2679df87721eb0,0o644
desktop/frontend/node_modules/zustand/shallow.d.ts,file,5,103,.ts,TypeScript,generated_or_dependency,True,False,93515fa80b2295b33e3e38c3f835f1f602e1a1899b2cfa4215f11600478379c2,0o644
desktop/frontend/node_modules/zustand/shallow.js,file,5,352,.js,JavaScript,generated_or_dependency,True,False,da50b54631d6b82313814440225b939ff0f679168ac61c2d26b56777466e96b6,0o644
desktop/frontend/node_modules/zustand/traditional.d.ts,file,5,1218,.ts,TypeScript,generated_or_dependency,True,False,c02203ae7f03fd2dd9c0da1a08a886734c54aae25fdf8543b1125589f20f0b52,0o644
desktop/frontend/node_modules/zustand/traditional.js,file,5,1171,.js,JavaScript,generated_or_dependency,True,False,49979b4ce6dfca60bb798f7e80609dc930cbf28e8f965bdaa507142ab13158ea,0o644
desktop/frontend/node_modules/zustand/ts_version_4.5_and_above_is_required.d.ts,file,5,0,.ts,TypeScript,generated_or_dependency,True,False,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0o644
desktop/frontend/node_modules/zustand/vanilla,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/zustand/vanilla.d.ts,file,5,1569,.ts,TypeScript,generated_or_dependency,True,False,4d7d964609a07368d076ce943b07106c5ebee8138c307d3273ba1cf3a0c3c751,0o644
desktop/frontend/node_modules/zustand/vanilla.js,file,5,1027,.js,JavaScript,generated_or_dependency,True,False,15dcb1e8a40b51ef580fbb27e05bac872ff0e71f2f2ad4d316d7fb344319453e,0o644
desktop/frontend/node_modules/zustand/vanilla/shallow.d.ts,file,6,67,.ts,TypeScript,generated_or_dependency,True,False,375700e065dd9948ca1ebb6793f62c18890f37bcb42ab757d73df6623dd903d9,0o644
desktop/frontend/node_modules/zustand/vanilla/shallow.js,file,6,1674,.js,JavaScript,generated_or_dependency,True,False,0c9eb6ae0e797247b37d20b0d5b3ccea5d450b8693fe02c74734259e3e7da813,0o644
desktop/frontend/package-lock.json,file,3,61446,.json,JSON,generated_or_dependency,True,False,22f20c4b3940bb83b442e1d1453d0c6e23ac5192e5d71561e035ff829d77e874,0o644
desktop/frontend/package.json,file,3,683,.json,JSON,configuration_or_manifest,False,False,1fb8001d3ce117730db465a47efef64df57f21d84f353bd05b82c1ac74f7d207,0o644
desktop/frontend/public,directory,3,0,,,source,False,False,,0o2755
desktop/frontend/public/favicon.svg,file,4,9522,.svg,,source,False,False,61bc9a161de58248288e6905425d7180f0624c2865007b97d763fdac12043a66,0o644
desktop/frontend/public/icons.svg,file,4,5031,.svg,,source,False,False,b45fa506195cfcdef406ba9f0c77b36ddc1a7c224040926ec70abc2fdea7b93a,0o644
desktop/frontend/README.md,file,3,1278,.md,Markdown,documentation,False,False,fa8aac78b8be1993010b57f41000a243ecba006f6731513fe4ec91e788bf2517,0o644
desktop/frontend/src,directory,3,0,,,source,False,False,,0o2755
desktop/frontend/src/api,directory,4,0,,,source,False,False,,0o2755
desktop/frontend/src/api/ControlTransport.ts,file,5,4717,.ts,TypeScript,source,False,False,b47f075783abee063b3e799ffecf8db1fbda470bed872392d0179e0e75dbb753,0o644
desktop/frontend/src/api/TelemetryService.ts,file,5,3613,.ts,TypeScript,source,False,False,258aefe573692c2800dc9378b59726d8a8212b85129c0264ead5ffe3f0847e67,0o644
desktop/frontend/src/App.css,file,4,2891,.css,CSS,source,False,False,6e25a776d3e8102da5bacb3cb99f4a5fc662a2e01e6143140671a556d28c3d5c,0o644
desktop/frontend/src/App.tsx,file,4,1137,.tsx,TypeScript React,source,False,False,59d5e702bb1491738ca86bc81050665c4377d8d431bf76b54a50076b2332d657,0o644
desktop/frontend/src/assets,directory,4,0,,,asset,False,False,,0o2755
desktop/frontend/src/assets/hero.png,file,5,13057,.png,,asset,False,True,881ffbcaafc212e49addad08846a5b82761355fa20624253af3477ba33262c5c,0o644
desktop/frontend/src/assets/react.svg,file,5,4126,.svg,,asset,False,False,35ef61ed53b323ae94a16a8ec659b3d0af3880698791133f23b084085ab1c2e5,0o644
desktop/frontend/src/assets/vite.svg,file,5,8709,.svg,,asset,False,False,5be21acd42eb7b896e517f4e0f0f11eb5c5d9e54fbbcebe9453f033008fcca6f,0o644
desktop/frontend/src/components,directory,4,0,,,source,False,False,,0o2755
desktop/frontend/src/components/layout,directory,5,0,,,source,False,False,,0o2755
desktop/frontend/src/components/layout/AppLayout.tsx,file,6,2678,.tsx,TypeScript React,source,False,False,221bd252949c8dda56434fe6a5f2dafd984d06d61f824bf96866af3174c2bc00,0o644
desktop/frontend/src/components/LogGrid.tsx,file,5,1573,.tsx,TypeScript React,source,False,False,0f827d27f0d19d982636861d0c853e078c17bf18a3b649a9d0c7a2dedebf68fa,0o644
desktop/frontend/src/components/NodeGlobe.tsx,file,5,934,.tsx,TypeScript React,source,False,False,d451ef72b14629ebc1be621594fdc9407253518db2207e583355f227f6097285,0o644
desktop/frontend/src/components/VpnStatusWidget.tsx,file,5,7899,.tsx,TypeScript React,source,False,False,8e341a093743fcc85da737a70ec0267db51c7eb74718fb7353dfc64218ea65a8,0o644
desktop/frontend/src/index.css,file,4,3033,.css,CSS,source,False,False,8ba033045cc92f163ddf0078fa620f3797320deeb62c8443df86fac5c0799ecf,0o644
desktop/frontend/src/main.tsx,file,4,236,.tsx,TypeScript React,source,False,False,abe0edc1f91f5d414bbfb8f335f8871b4bf4edf07a861ab225e368a8319cdb6b,0o644
desktop/frontend/src/pages,directory,4,0,,,source,False,False,,0o2755
desktop/frontend/src/pages/Dashboard.tsx,file,5,17935,.tsx,TypeScript React,source,False,False,b03290fe9a4e28d1e6d857a5ef6ec045f246069566473a1332cda5c9ef2291d5,0o644
desktop/frontend/src/pages/Dns.tsx,file,5,8209,.tsx,TypeScript React,source,False,False,730cbcf8e486fd07c729bba2ddd1e6c721a9209c597521a93e26401af7ce37e5,0o644
desktop/frontend/src/pages/Logs.tsx,file,5,4076,.tsx,TypeScript React,source,False,False,d1e99ba43b539337e70adeedc02c9469d50d0f65d46ca452ea6c405c948a39b3,0o644
desktop/frontend/src/pages/Rules.tsx,file,5,8620,.tsx,TypeScript React,source,False,False,0b2829dfeaf7b1917244f6f40908df0066835177c01f884b21a649fc59cf7f01,0o644
desktop/frontend/src/pages/Settings.tsx,file,5,20537,.tsx,TypeScript React,source,False,False,523ee230c0c8ed974878817adbb35f52e140d2d3aba7120ff44ed894e109cee1,0o644
desktop/frontend/src/store,directory,4,0,,,source,False,False,,0o2755
desktop/frontend/src/store/systemStore.ts,file,5,1301,.ts,TypeScript,source,False,False,38fefd34cb2a41d1a2fd94b18c96861b9710c7bd0b2da0421f3e3004f109f620,0o644
desktop/frontend/tsconfig.app.json,file,3,655,.json,JSON,configuration_or_manifest,False,False,8e5d12ba330e7d86409edec74b95451e0db22ee09b9426c94b5bf817571eddb0,0o644
desktop/frontend/tsconfig.json,file,3,119,.json,JSON,configuration_or_manifest,False,False,770b4140bbb581e2dfd9ea9946ffc9c75a1d86ba7d2db5f77c83e37cbdf9d808,0o644
desktop/frontend/tsconfig.node.json,file,3,558,.json,JSON,configuration_or_manifest,False,False,d366cc0827139db39c61815f22491bbfda56c654354a42ad7795143d314e45e8,0o644
desktop/frontend/vite.config.ts,file,3,220,.ts,TypeScript,source,False,False,0c03207436c9eb3f2f35ec9ff13d17c6ae7e4c8d46ad394a556578cf12c80d74,0o644
desktop/go.mod,file,2,623,.mod,,configuration_or_manifest,False,False,1c5a4ae3737caddcb41f5271774f571b5c92163435fd25acb09964f7d29a1cad,0o644
desktop/go.sum,file,2,3473,.sum,,generated_or_dependency,True,False,8c7b0a4afc56a7ea328a2bbba15408e5aa63c488878e4ee2f6ad8711a846063a,0o644
desktop/internal,directory,2,0,,,source,False,False,,0o2755
desktop/internal/gui,directory,3,0,,,source,False,False,,0o2755
desktop/internal/gui/layout_builder.go,file,4,1459,.go,Go,source,False,False,0c68e611f4a4231beeac6ef9c4df5523fa554e7858477db10402ddc0251e05bd,0o644
desktop/internal/gui/layout_builder_test.go,file,4,976,.go,Go,source,False,False,d03b14d16a21d17fa38d83f5ddd343f5e6b3259175a3d1abe92cce86f9abed7f,0o644
desktop/ios,directory,2,0,,,source,False,False,,0o2755
desktop/ios/surge_pro_extensions.swift,file,3,304,.swift,Swift,source,False,False,8a6668870cb94c5e89e69ff18f67755dce2142470ce9fbc9beba58d420394dc5,0o644
desktop/linux,directory,2,0,,,source,False,False,,0o2755
desktop/linux/openwrt_luci_app.sh,file,3,227,.sh,Shell,source,False,False,31561976d45e20ddaa1511898401f08cbe0ec24345af09d6defedd616a2d4988,0o644
desktop/linux/opnsense_shadowsocks.sh,file,3,237,.sh,Shell,source,False,False,1893cb4e59e03e8a593f1e5d3f5b26beaab8fa41f84b772c3bf4cb52de34cb6e,0o644
desktop/linux/payload_editor.go,file,3,3624,.go,Go,source,False,False,debd5d549d9dc43496cf23964d50193d833593f71771982a7b32ca3a4e25cfe4,0o644
desktop/linux/rlimit_unix.go,file,3,871,.go,Go,source,False,False,fe4974931959a418e79fee7985aee7349873686a1f82a48af1049c0f636e83b5,0o644
desktop/linux/rlimit_unsupported.go,file,3,327,.go,Go,source,False,False,002ae694e9a30bb4d90a969a1b6a4f6ba8f71aa3dbed79520e8281bff42f1570,0o644
desktop/linux/v2raya_web_gui.sh,file,3,201,.sh,Shell,source,False,False,6cf4bc2b1ca6630cfc959af52e193bd1892183956f9acee79f99fa987ff843ac,0o644
desktop/mac,directory,2,0,,,source,False,False,,0o2755
desktop/mac/gps_simulator.swift,file,3,282,.swift,Swift,source,False,False,6e6a299960c9397d1ef76994442863a49fa2a04c3cc25d6cc62fd822a9bf491f,0o644
desktop/mac/v2rayu_client.swift,file,3,273,.swift,Swift,source,False,False,b51b0ecaab76b27f1c165c1ebe72b143e0adf911c730e035f94ad501ab5f3980,0o644
desktop/main.go,file,2,5203,.go,Go,source,False,False,dcac53eaad39894f2d220aa6878d7191344ed2621d19d3931b1134f2d0c0e347,0o644
desktop/main_test.go,file,2,3089,.go,Go,source,False,False,81d9c9a96a6381e87ba8f599f957dd1ee3668615ee61826278c1a1b11bf678c3,0o644
desktop/manager.pyw,file,2,1019,.pyw,,source,False,False,8faa5e1c79a2be5839d6077864136c9523ee515b99e3c219bffcba11437952c8,0o644
desktop/README.md,file,2,3092,.md,Markdown,documentation,False,False,c7d218b9b65a395815b68a8e5b55d26b89ffc65f23c816dcfdaaf26a058d0dcc,0o644
desktop/sys,directory,2,0,,,source,False,False,,0o2755
desktop/sys/sysproxy_win.cpp,file,3,303,.cpp,C++,source,False,False,1b5c102fce65c7428051ab2adbdf9160cdbbad5aef42c7ac357613a3f8d6ae99,0o644
desktop/sys/wintun_driver.c,file,3,289,.c,C,source,False,False,f37cf8c09d2e3a9b0347aa4ca48de5ace44f72de17a846f46a253d86244138d7,0o644
desktop/wails.json,file,2,1086,.json,JSON,configuration_or_manifest,False,False,fd7fd14e8f560fd969babdc123e906b3bb406c678bab18baae4d3296554a596e,0o644
desktop/windows,directory,2,0,,,source,False,False,,0o2755
desktop/windows/vpn_proxy_client.cs,file,3,453,.cs,,source,False,False,01b551ba16825584fc38fd03a9fb5cc84847f67207a225d14e8eea93c77aa92e,0o644
docs,directory,1,0,,,documentation,False,False,,0o2755
docs/api,directory,2,0,,,documentation,False,False,,0o2755
docs/api/current-routes.md,file,3,5144,.md,Markdown,documentation,False,False,d1fbd08501e6f025cae0d1e56bbf7bcbb98740fb03ef17ad29ad2f0bde6a0512,0o644
docs/api/README.md,file,3,7319,.md,Markdown,documentation,False,False,a4140d7737a88dd7460ab817501d3a2a55a579eeed620d4212207f159051424f,0o644
docs/architecture,directory,2,0,,,documentation,False,False,,0o2755
docs/architecture/evasion_protocols.md,file,3,4811,.md,Markdown,documentation,False,False,e82e03d18c20cc4ef6b90997a299bb61adccf8df0215749729b9082b79dacfe9,0o644
docs/architecture/go-server.md,file,3,12408,.md,Markdown,documentation,False,False,767b2b067bc928a15c61496c2dcd04e5fd2e1365efda035230b81fccce71615c,0o644
docs/architecture/multi_platform_client.md,file,3,5414,.md,Markdown,documentation,False,False,119650d0383bcdb9379eca04dcac36d8f92fd06ead91d1ae3780afb6bbea7129,0o644
docs/architecture/overview.md,file,3,11381,.md,Markdown,documentation,False,False,3b6af2b339315e3bb074f1036771e5585255698fedeeecc54d73e5797352a5aa,0o644
docs/architecture/package_layout_and_runtime_flows.md,file,3,13795,.md,Markdown,documentation,False,False,6a0dcd61740dabbe3c89309d0eb1b9d4850aff2897904aa89032c8d5dd35437e,0o644
docs/architecture/repository-layout.md,file,3,3117,.md,Markdown,documentation,False,False,35a8138514af69f115cca7b2eb7b99abf7f85e6155019da899095e39d1979c39,0o644
docs/architecture/rust-core.md,file,3,10111,.md,Markdown,documentation,False,False,28c1bc2699c448700a91d8ed5d19271156bd70c7d7e99cfb8f666b42ee95889d,0o644
docs/architecture/subsystems.md,file,3,4049,.md,Markdown,documentation,False,False,29f183c0970671875d52222816e87b6546b94271b74a895183eeec5b0a300919,0o644
docs/architecture/tor_protocol_conformance.md,file,3,2221,.md,Markdown,documentation,False,False,d332668d8abf339214ae5854fe367be63db0014d04c4c366098033b9efa7d9e5,0o644
docs/assets,directory,2,0,,,documentation,False,False,,0o2755
docs/assets/screenshots,directory,3,0,,,documentation,False,False,,0o2755
docs/assets/screenshots/dashboard.png,file,4,87186,.png,,documentation,False,True,3636f6ab8380c178d075e52de1c976d96504e7271000569287e2b8960761e056,0o644
docs/assets/screenshots/diagnostics.png,file,4,93914,.png,,documentation,False,True,dd1a75cd2e5fa6bab01ed56227e331233320340937320ccc75c905f53e61184b,0o644
docs/assets/screenshots/proxy-manager.png,file,4,91397,.png,,documentation,False,True,ea0fb6fec3d3689e27a9d2d732bb65a31b6f187fb5a3ff174ecd8633aff1cd62,0o644
docs/assets/screenshots/scan-results.png,file,4,90303,.png,,documentation,False,True,fb1a1b48df78581ec3ba112646199de3750dae6115f6b612caecb15bdb45e6a5,0o644
docs/building_and_toolchains.md,file,2,2943,.md,Markdown,documentation,False,False,ac16ec55e9cab52d6c117382c9aeb83d4ac04e2a0a91df45765fe88740d00ef4,0o644
