donor,path,line,kind,symbol,surface_sha256,semantic_record_ids
log-demultiplexer-master,src/persist.rs,638,function,confirm_delivered_removes_from_ring,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/persist.rs,662,function,replay_all_returns_all_unconfirmed_in_order,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/persist.rs,684,function,eviction_removes_oldest_file_when_full,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/persist.rs,703,function,eviction_keeps_correct_entries_in_ring,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/persist.rs,725,function,load_consumer_buffer_restores_persisted_entries,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/persist.rs,750,function,load_consumer_buffer_empty_when_no_dir,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/persist.rs,757,function,load_consumer_buffer_excludes_confirmed_entries,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/persist.rs,785,function,flush_bulk_writes_single_file,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/persist.rs,804,function,flush_bulk_skips_empty_buffer,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,BASE13;LOGDEMUX002;LOGDEMUX004
log-demultiplexer-master,src/udp_listener.rs,9,type,UdpListener,67673e28eff1f39fec33f61f743775c6146b4f3785f90bdc5960b38ef5f2b8d0,BASE13;LOGDEMUX001;LOGDEMUX004
log-demultiplexer-master,src/udp_listener.rs,14,function,wait,67673e28eff1f39fec33f61f743775c6146b4f3785f90bdc5960b38ef5f2b8d0,BASE13;LOGDEMUX001;LOGDEMUX004
log-demultiplexer-master,src/udp_listener.rs,21,function,start_udp_listener,67673e28eff1f39fec33f61f743775c6146b4f3785f90bdc5960b38ef5f2b8d0,BASE13;LOGDEMUX001;LOGDEMUX004
log-demultiplexer-master,src/udp_listener.rs,77,function,make_conf,67673e28eff1f39fec33f61f743775c6146b4f3785f90bdc5960b38ef5f2b8d0,BASE13;LOGDEMUX001;LOGDEMUX004
log-demultiplexer-master,src/udp_listener.rs,88,function,test_receives_packet,67673e28eff1f39fec33f61f743775c6146b4f3785f90bdc5960b38ef5f2b8d0,BASE13;LOGDEMUX001;LOGDEMUX004
log-demultiplexer-master,src/udp_listener.rs,109,function,test_cancel_stops_worker,67673e28eff1f39fec33f61f743775c6146b4f3785f90bdc5960b38ef5f2b8d0,BASE13;LOGDEMUX001;LOGDEMUX004
log-demultiplexer-master,src/udp_listener.rs,120,function,test_multiple_packets,67673e28eff1f39fec33f61f743775c6146b4f3785f90bdc5960b38ef5f2b8d0,BASE13;LOGDEMUX001;LOGDEMUX004
luci-app-https-dns-proxy-main,htdocs/luci-static/resources/view/https-dns-proxy/overview.js,56,function,isEmpty,119a13057f5d2e00647e7b0f458e4d0852a5b9f1a6647caa939608fcd91b466e,BASE14;LUCI002;LUCI003;LUCI004
luci-app-https-dns-proxy-main,htdocs/luci-static/resources/view/https-dns-proxy/overview.js,427,function,widget,119a13057f5d2e00647e7b0f458e4d0852a5b9f1a6647caa939608fcd91b466e,BASE14;LUCI002;LUCI003;LUCI004
luci-app-https-dns-proxy-main,htdocs/luci-static/resources/view/https-dns-proxy/overview.js,437,function,bootWidget,119a13057f5d2e00647e7b0f458e4d0852a5b9f1a6647caa939608fcd91b466e,BASE14;LUCI002;LUCI003;LUCI004
luci-app-https-dns-proxy-main,htdocs/luci-static/resources/view/https-dns-proxy/overview.js,464,function,createProviderWidget,119a13057f5d2e00647e7b0f458e4d0852a5b9f1a6647caa939608fcd91b466e,BASE14;LUCI002;LUCI003;LUCI004
luci-app-https-dns-proxy-main,htdocs/luci-static/resources/view/https-dns-proxy/overview.js,524,function,createBootstrapWidget,119a13057f5d2e00647e7b0f458e4d0852a5b9f1a6647caa939608fcd91b466e,BASE14;LUCI002;LUCI003;LUCI004
marionette-master,examples/01_http_tunnel.py,40,type,ProxyClient,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,43,function,connectionMade,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,49,function,clientDataReceived,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,54,function,dataReceived,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,58,function,connectionLost,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,63,type,ProxyServerProtocol,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,66,function,connectionMade,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,71,function,serverDataReceived,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,81,function,dataReceived,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,85,function,connectionLost,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,91,type,ProxyServerFactory,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,94,function,__init__,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,99,type,ProxyServer,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,102,function,__init__,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,105,function,connectionMade,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,115,function,clientDataReceived,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,120,function,dataReceived,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,124,function,connectionLost,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,131,function,run_client,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,157,function,run_server,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,179,function,run_socks_backend,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/01_http_tunnel.py,190,function,main,22b7fc332ab3a5f28b82fe9f2b5adf6b5421dafde6e914c33733d1956d7f2cfb,BASE15;MAR004
marionette-master,examples/02_format_validator.py,22,function,list_formats,cc78dd1eeebe0d0a0f1458b4c78f88c0a31afd55dec5106ffafb1195e0eb64ed,BASE15;MAR004
marionette-master,examples/02_format_validator.py,48,function,validate_format,cc78dd1eeebe0d0a0f1458b4c78f88c0a31afd55dec5106ffafb1195e0eb64ed,BASE15;MAR004
marionette-master,examples/02_format_validator.py,99,function,validate_all_formats,cc78dd1eeebe0d0a0f1458b4c78f88c0a31afd55dec5106ffafb1195e0eb64ed,BASE15;MAR004
marionette-master,examples/02_format_validator.py,130,function,main,cc78dd1eeebe0d0a0f1458b4c78f88c0a31afd55dec5106ffafb1195e0eb64ed,BASE15;MAR004
marionette-master,examples/03_custom_format.py,82,function,show_formats,6b6196f814106fe2a8578e9234631c54533c31eb2aa3820fe46e7f052175ac75,BASE15;MAR004
marionette-master,examples/03_custom_format.py,133,function,parse_format,6b6196f814106fe2a8578e9234631c54533c31eb2aa3820fe46e7f052175ac75,BASE15;MAR004
marionette-master,examples/03_custom_format.py,165,function,main,6b6196f814106fe2a8578e9234631c54533c31eb2aa3820fe46e7f052175ac75,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,41,type,DNSClientProtocol,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,44,function,__init__,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,49,function,datagramReceived,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,61,function,handle_response,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,69,function,sendQuery,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,75,type,DNSServerProtocol,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,78,function,__init__,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,82,function,datagramReceived,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,91,function,_forwardToDNS,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,98,function,sendQuery,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,103,function,_handleError,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,108,function,run_client,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,131,function,run_server,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/04_dns_tunnel.py,153,function,main,f172fdf6056d79e106afb5ce337c35eb0c6b6ee083c93d2fc8da8a5498a0b271,BASE15;MAR004
marionette-master,examples/05_load_testing.py,24,type,LoadTestResult,bf96dac759707f0fc77a178c793963ceb963d8f76de65c8f51276793a6ae623b,BASE15;MAR004
marionette-master,examples/05_load_testing.py,27,function,__init__,bf96dac759707f0fc77a178c793963ceb963d8f76de65c8f51276793a6ae623b,BASE15;MAR004
marionette-master,examples/05_load_testing.py,35,function,add_result,bf96dac759707f0fc77a178c793963ceb963d8f76de65c8f51276793a6ae623b,BASE15;MAR004
marionette-master,examples/05_load_testing.py,43,function,get_stats,bf96dac759707f0fc77a178c793963ceb963d8f76de65c8f51276793a6ae623b,BASE15;MAR004
marionette-master,examples/05_load_testing.py,76,function,simulate_request,bf96dac759707f0fc77a178c793963ceb963d8f76de65c8f51276793a6ae623b,BASE15;MAR004
marionette-master,examples/05_load_testing.py,96,function,run_load_test,bf96dac759707f0fc77a178c793963ceb963d8f76de65c8f51276793a6ae623b,BASE15;MAR004
marionette-master,examples/05_load_testing.py,111,function,worker,bf96dac759707f0fc77a178c793963ceb963d8f76de65c8f51276793a6ae623b,BASE15;MAR004
marionette-master,examples/05_load_testing.py,158,function,main,bf96dac759707f0fc77a178c793963ceb963d8f76de65c8f51276793a6ae623b,BASE15;MAR004
marionette-master,examples/06_active_probing_resistance.py,25,function,analyze_probing_resistance,e3dbff9957a447f05823d09e5a1cfe4fa79dba4ce52ad91b373a41e5b0a6f944,BASE15;MAR004
marionette-master,examples/06_active_probing_resistance.py,112,function,list_probing_formats,e3dbff9957a447f05823d09e5a1cfe4fa79dba4ce52ad91b373a41e5b0a6f944,BASE15;MAR004
marionette-master,examples/06_active_probing_resistance.py,145,function,main,e3dbff9957a447f05823d09e5a1cfe4fa79dba4ce52ad91b373a41e5b0a6f944,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,23,type,FormatSwitcher,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,26,function,__init__,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,33,function,get_current_format,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,37,function,switch_format,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,46,function,start_switching,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,50,function,switch_loop,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,67,function,stop_switching,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,72,function,run_client,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/07_multi_format_switching.py,113,function,main,01037511dee3aa56a1c588dd3440d4d8fa62162257bcf081149f226a3c36b8ef,BASE15;MAR004
marionette-master,examples/08_traffic_shaping.py,22,type,TrafficAnalyzer,af85a26fb76f0250ab6e5ea0c32faa9a0e32e039da414402cdc40e8c7a2df32d,BASE15;MAR002;MAR004
marionette-master,examples/08_traffic_shaping.py,25,function,__init__,af85a26fb76f0250ab6e5ea0c32faa9a0e32e039da414402cdc40e8c7a2df32d,BASE15;MAR002;MAR004
marionette-master,examples/08_traffic_shaping.py,30,function,analyze,af85a26fb76f0250ab6e5ea0c32faa9a0e32e039da414402cdc40e8c7a2df32d,BASE15;MAR002;MAR004
marionette-master,examples/08_traffic_shaping.py,52,function,get_timing_characteristics,af85a26fb76f0250ab6e5ea0c32faa9a0e32e039da414402cdc40e8c7a2df32d,BASE15;MAR002;MAR004
marionette-master,examples/08_traffic_shaping.py,66,function,get_capacity_characteristics,af85a26fb76f0250ab6e5ea0c32faa9a0e32e039da414402cdc40e8c7a2df32d,BASE15;MAR002;MAR004
marionette-master,examples/08_traffic_shaping.py,84,function,print_report,af85a26fb76f0250ab6e5ea0c32faa9a0e32e039da414402cdc40e8c7a2df32d,BASE15;MAR002;MAR004
marionette-master,examples/08_traffic_shaping.py,113,function,compare_formats,af85a26fb76f0250ab6e5ea0c32faa9a0e32e039da414402cdc40e8c7a2df32d,BASE15;MAR002;MAR004
marionette-master,examples/08_traffic_shaping.py,138,function,main,af85a26fb76f0250ab6e5ea0c32faa9a0e32e039da414402cdc40e8c7a2df32d,BASE15;MAR002;MAR004
marionette-master,examples/09_format_comparison.py,22,function,get_format_info,2359da91b0d282b9437e407aa3350637b0e763544b4be1eba846777b6e19eed9,BASE15;MAR004
marionette-master,examples/09_format_comparison.py,67,function,compare_all_formats,2359da91b0d282b9437e407aa3350637b0e763544b4be1eba846777b6e19eed9,BASE15;MAR004
marionette-master,examples/09_format_comparison.py,105,function,show_format_details,2359da91b0d282b9437e407aa3350637b0e763544b4be1eba846777b6e19eed9,BASE15;MAR004
marionette-master,examples/09_format_comparison.py,133,function,main,2359da91b0d282b9437e407aa3350637b0e763544b4be1eba846777b6e19eed9,BASE15;MAR004
marionette-master,examples/10_custom_protocol.py,67,function,create_format_file,d0d22ef66863d1801bfd678d7cf4672c28479ba738441721f877042bef860199,BASE15;MAR004
marionette-master,examples/10_custom_protocol.py,78,function,test_format,d0d22ef66863d1801bfd678d7cf4672c28479ba738441721f877042bef860199,BASE15;MAR004
marionette-master,examples/10_custom_protocol.py,96,function,show_protocol_templates,d0d22ef66863d1801bfd678d7cf4672c28479ba738441721f877042bef860199,BASE15;MAR004
marionette-master,examples/10_custom_protocol.py,139,function,main,d0d22ef66863d1801bfd678d7cf4672c28479ba738441721f877042bef860199,BASE15;MAR004
marionette-master,examples/tests/test_01_http_tunnel.py,15,type,TestHttpTunnelExample,e740ed87668aa1cab09c0e7d0c6f06845313c45689b4b182f9d34de21dcf945f,BASE15;MAR004
marionette-master,examples/tests/test_01_http_tunnel.py,18,function,test_format_exists,e740ed87668aa1cab09c0e7d0c6f06845313c45689b4b182f9d34de21dcf945f,BASE15;MAR004
marionette-master,examples/tests/test_01_http_tunnel.py,27,function,test_format_parses,e740ed87668aa1cab09c0e7d0c6f06845313c45689b4b182f9d34de21dcf945f,BASE15;MAR004
marionette-master,examples/tests/test_01_http_tunnel.py,35,function,test_example_imports,e740ed87668aa1cab09c0e7d0c6f06845313c45689b4b182f9d34de21dcf945f,BASE15;MAR004
marionette-master,examples/tests/test_01_http_tunnel.py,45,function,test_client_class_exists,e740ed87668aa1cab09c0e7d0c6f06845313c45689b4b182f9d34de21dcf945f,BASE15;MAR004
marionette-master,examples/tests/test_01_http_tunnel.py,50,function,test_server_class_exists,e740ed87668aa1cab09c0e7d0c6f06845313c45689b4b182f9d34de21dcf945f,BASE15;MAR004
marionette-master,examples/tests/test_02_format_validator.py,12,type,TestFormatValidatorExample,cbf2de0778aa1ae367c266a4cac925d415b499a73e4b66ade75bfd3b98e31653,BASE15;MAR004
marionette-master,examples/tests/test_02_format_validator.py,15,function,test_list_formats_returns_formats,cbf2de0778aa1ae367c266a4cac925d415b499a73e4b66ade75bfd3b98e31653,BASE15;MAR004
marionette-master,examples/tests/test_02_format_validator.py,22,function,test_dummy_format_exists,cbf2de0778aa1ae367c266a4cac925d415b499a73e4b66ade75bfd3b98e31653,BASE15;MAR004
marionette-master,examples/tests/test_02_format_validator.py,30,function,test_get_latest_version,cbf2de0778aa1ae367c266a4cac925d415b499a73e4b66ade75bfd3b98e31653,BASE15;MAR004
marionette-master,examples/tests/test_02_format_validator.py,37,function,test_example_imports,cbf2de0778aa1ae367c266a4cac925d415b499a73e4b66ade75bfd3b98e31653,BASE15;MAR004
marionette-master,examples/tests/test_03_custom_format.py,12,type,TestCustomFormatExample,ed90ddb000c638f339b168114f12072c115b66b9633d3881e90ac8fb0ff8aaa0,BASE15;MAR004
marionette-master,examples/tests/test_03_custom_format.py,15,function,test_dsl_module_exists,ed90ddb000c638f339b168114f12072c115b66b9633d3881e90ac8fb0ff8aaa0,BASE15;MAR004
marionette-master,examples/tests/test_03_custom_format.py,20,function,test_example_imports,ed90ddb000c638f339b168114f12072c115b66b9633d3881e90ac8fb0ff8aaa0,BASE15;MAR004
marionette-master,examples/tests/test_03_custom_format.py,28,function,test_format_constants_defined,ed90ddb000c638f339b168114f12072c115b66b9633d3881e90ac8fb0ff8aaa0,BASE15;MAR004
marionette-master,examples/tests/test_04_dns_tunnel.py,12,type,TestDNSTunnelExample,75168b87df2964c39e9419bbd55586251bcb9cadd860565b2b5802e806182980,BASE15;MAR004
marionette-master,examples/tests/test_04_dns_tunnel.py,15,function,test_dns_format_exists,75168b87df2964c39e9419bbd55586251bcb9cadd860565b2b5802e806182980,BASE15;MAR004
marionette-master,examples/tests/test_04_dns_tunnel.py,23,function,test_example_imports,75168b87df2964c39e9419bbd55586251bcb9cadd860565b2b5802e806182980,BASE15;MAR004
marionette-master,examples/tests/test_04_dns_tunnel.py,31,function,test_udp_support,75168b87df2964c39e9419bbd55586251bcb9cadd860565b2b5802e806182980,BASE15;MAR004
marionette-master,examples/tests/test_05_load_testing.py,12,type,TestLoadTestingExample,14c921a1e62f156254169b430cdffdeab86ec5906f2e550455e1942ae84eafa0,BASE15;MAR004
marionette-master,examples/tests/test_05_load_testing.py,15,function,test_example_imports,14c921a1e62f156254169b430cdffdeab86ec5906f2e550455e1942ae84eafa0,BASE15;MAR004
marionette-master,examples/tests/test_05_load_testing.py,23,function,test_load_test_result_class,14c921a1e62f156254169b430cdffdeab86ec5906f2e550455e1942ae84eafa0,BASE15;MAR004
marionette-master,examples/tests/test_06_active_probing.py,12,type,TestActiveProbingExample,d4ad19f430bad1d6845d84425dee585d826c4a8eb519de8ab1c076644b9db0f3,BASE15;MAR004
marionette-master,examples/tests/test_06_active_probing.py,15,function,test_example_imports,d4ad19f430bad1d6845d84425dee585d826c4a8eb519de8ab1c076644b9db0f3,BASE15;MAR004
marionette-master,examples/tests/test_06_active_probing.py,23,function,test_active_probing_format_exists,d4ad19f430bad1d6845d84425dee585d826c4a8eb519de8ab1c076644b9db0f3,BASE15;MAR004
marionette-master,examples/tests/test_07_multi_format.py,12,type,TestMultiFormatExample,3e754277e5752aa13cec1af8f3facc65bf35d388cd4f5dfae3034bd48688713a,BASE15;MAR004
marionette-master,examples/tests/test_07_multi_format.py,15,function,test_example_imports,3e754277e5752aa13cec1af8f3facc65bf35d388cd4f5dfae3034bd48688713a,BASE15;MAR004
marionette-master,examples/tests/test_07_multi_format.py,23,function,test_format_switcher_class,3e754277e5752aa13cec1af8f3facc65bf35d388cd4f5dfae3034bd48688713a,BASE15;MAR004
marionette-master,examples/tests/test_08_traffic_shaping.py,12,type,TestTrafficShapingExample,415c7e11715020dca53a603b84ae64fcad8b3c44c55a801082e1a31d65fbeb2e,BASE15;MAR002;MAR004
marionette-master,examples/tests/test_08_traffic_shaping.py,15,function,test_example_imports,415c7e11715020dca53a603b84ae64fcad8b3c44c55a801082e1a31d65fbeb2e,BASE15;MAR002;MAR004
marionette-master,examples/tests/test_09_format_comparison.py,12,type,TestFormatComparisonExample,fdaa1d307a393575124b0f7c9ae9f9db1e606743a57c558fb13947fbcef9bf44,BASE15;MAR004
marionette-master,examples/tests/test_09_format_comparison.py,15,function,test_example_imports,fdaa1d307a393575124b0f7c9ae9f9db1e606743a57c558fb13947fbcef9bf44,BASE15;MAR004
marionette-master,examples/tests/test_09_format_comparison.py,23,function,test_get_format_info,fdaa1d307a393575124b0f7c9ae9f9db1e606743a57c558fb13947fbcef9bf44,BASE15;MAR004
marionette-master,examples/tests/test_10_custom_protocol.py,14,type,TestCustomProtocolExample,81f49467333af51928b83ac1a49ab4a23f437bf0d533b2c0e959051984732da8,BASE15;MAR004
marionette-master,examples/tests/test_10_custom_protocol.py,17,function,test_example_imports,81f49467333af51928b83ac1a49ab4a23f437bf0d533b2c0e959051984732da8,BASE15;MAR004
marionette-master,examples/tests/test_10_custom_protocol.py,25,function,test_create_format_file,81f49467333af51928b83ac1a49ab4a23f437bf0d533b2c0e959051984732da8,BASE15;MAR004
marionette-master,marionette/action.py,5,type,MarionetteAction,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,7,function,__init__,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,15,function,set_name,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,18,function,get_name,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,21,function,set_party,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,24,function,get_party,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,27,function,set_module,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,30,function,get_module,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,33,function,set_method,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,36,function,get_method,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,39,function,set_args,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,42,function,get_args,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,45,function,set_regex_match_incoming,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,48,function,get_regex_match_incoming,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/action.py,51,function,execute,e3a11368573bfe2d9f5dd9a5121836341db926482590391f63485ad307af5b65,BASE15;MAR001
marionette-master,marionette/channel.py,19,type,Channel,83bdc3d95fdcbacb2ed7a0baf17c925aaf4711cd55e518e44df5bc77ff49619d,BASE15;MAR005
marionette-master,marionette/channel.py,21,function,__init__,83bdc3d95fdcbacb2ed7a0baf17c925aaf4711cd55e518e44df5bc77ff49619d,BASE15;MAR005
marionette-master,marionette/channel.py,35,function,appendToBuffer,83bdc3d95fdcbacb2ed7a0baf17c925aaf4711cd55e518e44df5bc77ff49619d,BASE15;MAR005
marionette-master,marionette/channel.py,42,function,recv,83bdc3d95fdcbacb2ed7a0baf17c925aaf4711cd55e518e44df5bc77ff49619d,BASE15;MAR005
marionette-master,marionette/channel.py,49,function,peek,83bdc3d95fdcbacb2ed7a0baf17c925aaf4711cd55e518e44df5bc77ff49619d,BASE15;MAR005
marionette-master,marionette/channel.py,53,function,send,83bdc3d95fdcbacb2ed7a0baf17c925aaf4711cd55e518e44df5bc77ff49619d,BASE15;MAR005
marionette-master,marionette/channel.py,63,function,sendall,83bdc3d95fdcbacb2ed7a0baf17c925aaf4711cd55e518e44df5bc77ff49619d,BASE15;MAR005
marionette-master,marionette/channel.py,66,function,rollback,83bdc3d95fdcbacb2ed7a0baf17c925aaf4711cd55e518e44df5bc77ff49619d,BASE15;MAR005
